"gene","round2_20151217_p_val","round2_20151217_avg_log2FC","round2_20151217_pct.1","round2_20151217_pct.2","round2_20151217_p_val_adj","round1_20151128_p_val","round1_20151128_avg_log2FC","round1_20151128_pct.1","round1_20151128_pct.2","round1_20151128_p_val_adj","round3_20160313_p_val","round3_20160313_avg_log2FC","round3_20160313_pct.1","round3_20160313_pct.2","round3_20160313_p_val_adj","max_pval","minimump_p_val"
"Fos",9.71315822677517e-30,-0.69494206648219,0.682,0.927,2.73959627786194e-25,1.4413971112441e-74,-0.663576133495539,0.777,0.989,4.06546055226399e-70,6.77792579904939e-219,-1.00565945932968,0.768,0.996,1.91171397162188e-214,9.71315822677517e-30,2.03337773971481e-218
"Hexb",7.08868392989632e-23,0.484536042917696,0.119,0.008,1.99936330242726e-18,4.97811611193046e-81,0.793716104408971,0.309,0.017,1.40407764936999e-76,1.35437665607507e-216,0.985998854500963,0.392,0.011,3.82001935845975e-212,7.08868392989632e-23,4.06312996822525e-216
"Ier3",1.32159561032833e-35,1.88715797840896,0.424,0.154,3.72756041893106e-31,1.08977392907472e-151,2.26373451250443,0.681,0.194,3.07370736695524e-147,9.32214268470976e-213,1.85936007698894,0.632,0.199,2.62931034422239e-208,1.32159561032833e-35,2.79664280541292e-212
"Xbp1",7.03565651652934e-24,0.829490995272081,0.221,0.05,1.9844069204871e-19,4.50584365801018e-95,1.31739748738238,0.485,0.118,1.27087320374177e-90,5.04480438449923e-212,1.37159399475313,0.525,0.096,1.42288707664801e-207,7.03565651652934e-24,1.51344131534977e-211
"Bhlhe40",1.39070343446694e-18,1.18694835195916,0.148,0.027,3.92247903691399e-14,2.41140667979195e-81,1.40484237199244,0.356,0.044,6.8013725403532e-77,4.27855278860338e-206,1.48772000927902,0.416,0.029,1.20676581402558e-201,1.39070343446694e-18,1.28356583658104e-205
"Ccl6",7.58185804735445e-48,-1.0995204890863,0.442,0.826,2.13846306225632e-43,7.70904533504133e-146,-1.13742873415039,0.458,0.944,2.17433623674841e-141,2.54229216751981e-197,-1.00599958824199,0.488,0.916,7.17053505848964e-193,7.58185804735445e-48,7.62687650255946e-197
"Ppia",4.04219787964881e-20,1.15455052787974,0.296,0.108,1.14010191195495e-15,1.06875631200765e-114,1.68313290987273,0.578,0.154,3.01442717801757e-110,1.11246115429017e-193,1.4426014368938,0.555,0.144,3.13769668567544e-189,4.04219787964881e-20,3.3373834628706e-193
"Taldo1",5.3287953826583e-13,-0.382489806483595,0.486,0.733,1.50298673767878e-08,1.16274646464002e-87,-0.736432789822914,0.481,0.875,3.27952640351719e-83,1.10333362076652e-191,-0.930760750807261,0.471,0.854,3.11195247737196e-187,5.3287953826583e-13,3.31000086229951e-191
"Siglecf",1.37038881103171e-13,0.477309968840159,0.117,0.024,3.86518164151494e-09,1.54680947770186e-89,0.969707044440624,0.356,0.031,4.36277613185809e-85,4.2920541705159e-191,0.957105620213839,0.401,0.033,1.21057387879401e-186,1.37038881103171e-13,1.2876162511548e-190
"S100a9",4.07583578456788e-49,-0.981486749096899,0.87,0.976,1.14958948303737e-44,2.07954384051899e-158,-1.36103191683712,0.866,0.996,5.86535340218383e-154,2.26284933806944e-190,-1.14260438798625,0.868,0.984,6.38236655802485e-186,4.07583578456788e-49,6.78854801420833e-190
